Category,Title,Price,Bedrooms,Floor Area,Lot Area,URL,Barangay,Town/City,Longitude,Latitude
house,"L-R-1-1255: Acquired Property House and Lot for Sale in Lot 9670-B-1-G-5, Road Lot 76...",3383300,0,156,250,https://www.lamudi.com.ph/l-r-1-1255-acquired-property-house-and-lot-for-sal-168602483620.html,Namunga,Rosario,121.191683,13.84081
house,"Camella Palawan | Ph2 DANA wCB, NRFO 2BR House and Lot for Sale in Puerto Princesa Ci...",8190000,4,85,121,https://www.lamudi.com.ph/camella-palawan-ph2-dana-wcb-nrfo-2br-house-and-lo-168423491934.html,Sicsican,Puerto Princesa,118.7121724,9.7885642
house,"Camella Bucandala | CARA Model, NRFO 3-Bedroom House and Lot for Sale in Imus, Cavite",9318000,3,66,88,https://www.lamudi.com.ph/camella-bucandala-cara-model-nrfo-3-bedroom-house-168431681349.html,Bucandala IV,Imus,120.9176919,14.3960455
house,"Camella Bucandala | CARA Model, NRFO 3-Bedroom House and Lot for Sale in Imus, Cavite",9318000,3,66,88,https://www.lamudi.com.ph/camella-bucandala-cara-model-nrfo-3-bedroom-house-168431681459.html,Bucandala IV,Imus,120.9176919,14.3960455
house,"Camella Tanza | BELLA Model, NRFO 2-Bedroom House and Lot for Sale in Tanza, Cavite",6246000,2,53,88,https://www.lamudi.com.ph/camella-tanza-bella-model-nrfo-2-bedroom-house-and-168912443630.html,Bagtas,Tanza,120.8483729,14.3391539
house,"Camella Sierra Metro East | JANELA UH wCB, NRFO 3BR House and Lot for Sale in Antipol...",11498000,3,90,176,https://www.lamudi.com.ph/camella-sierra-metro-east-janela-uh-wcb-nrfo-3br-h-16893130895.html,Dalig,Antipolo,121.1957324,14.5581146714
house,"Camella Sierra Metro East | DANA SF 132sqm, NRFO 4BR House and Lot for Sale in Antipo...",8169000,4,85,132,https://www.lamudi.com.ph/camella-sierra-metro-east-dana-sf-132sqm-nrfo-4br-168560469757.html,Dalig,Antipolo,121.1957324,14.5581146714
house,"Camella Alta Silang | ISABELA Uphill 104sqm, NRFO 3BR House and Lot for Sale in Silan...",8220000,3,72,104,https://www.lamudi.com.ph/camella-alta-silang-isabela-uphill-104sqm-nrfo-3br-168448837617.html,Biga I,Silang,120.974194296,14.2431004872
house,"Camella Bucandala | MARVELA 89sqm, RFO 2-Bedroom House and Lot for Sale in Imus, Cavi...",8176000,2,52,89,https://www.lamudi.com.ph/camella-bucandala-marvela-89sqm-rfo-2-bedroom-hous-168922427562.html,Bucandala IV,Imus,120.9176919,14.3960455
house,"Camella Provence | ELLA wCB 5-Bedroom House and Lot for Sale in Malolos City, Bulacan",10542000,5,100,176,https://www.lamudi.com.ph/camella-provence-ella-wcb-5-bedroom-house-and-lot-168475259370.html,Longos,Malolos,120.799474996,14.877889916
house,"Camella Provence | DANA wCB 4-Bedroom House and Lot for Sale in Malolos City, Bulacan",10514000,4,85,176,https://www.lamudi.com.ph/camella-provence-dana-wcb-4-bedroom-house-and-lot-168475258549.html,Longos,Malolos,120.799474996,14.877889916
house,"Camella Provence | EZABELLE 2-Bedroom House and Lot for Sale in Malolos City, Bulacan",4696000,2,46,63,https://www.lamudi.com.ph/camella-provence-ezabelle-2-bedroom-house-and-lot-168475258796.html,Longos,Malolos,120.799474996,14.877889916
house,"4BR House and Lot for Sale at Bellefort Estates in Molino IV, Bacoor, Cavite | Sabine...",7576200,4,85,110,https://www.lamudi.com.ph/4br-house-and-lot-for-sale-at-bellefort-estates-in-molino-iv-bacoor-cavite-sabine-rfo.html,Molino IV,Bacoor,120.9943658,14.3810075
house,"3BR House and Lot for Sale at Montefaro Village in Carsadang Bago II, Imus, Cavite | ...",6088471,3,80,100,https://www.lamudi.com.ph/3br-house-and-lot-for-sale-at-montefaro-village-in-carsadang-bago-ii-imus-cavite-ariana-nrfo.html,Carsadang Bago II,Imus,120.9232204,14.424086
house,"L-R-1-427- Acquired Property for Sale in Lot 14, Block 3, Road Lot 1, Tierracon Homes...",2101200,0,114,100,https://www.lamudi.com.ph/l-r-1-427-acquired-property-for-sale-in-lot-14-block-3-road-lot-1-tierracon-homes-iii-brgy-mambangnan-san-leonardo-nueva-ecija-retail.html,Mambangnan,San Leonardo,120.9459629,15.36309937
house,"For Sale Bungalow House in Pilar Village, Las Piñas City, Metro Manila",16500000,4,190,280,https://www.lamudi.com.ph/for-sale-bungalow-house-in-pilar-village-las-pi-as-168517724543.html,Pilar,Las Piñas,121.01301,14.42922
house,"Camella Nueva Ecija | CRISELLE, RFO 2BR House and Lot for Sale in Cabanatuan City, Nu...",4177000,2,40,63,https://www.lamudi.com.ph/camella-nueva-ecija-criselle-rfo-2br-house-and-lot-16891575008.html,Santa Arcadia,Cabanatuan,120.985475996,15.4714237451
house,2 Bedroom House and Lot Unit for sale at Camella Dos Rios Trails (Bella Model),4546000,2,53,88,https://www.lamudi.com.ph/2-bedroom-house-and-lot-unit-for-sale-at-camella-dos-rios-trails-bella-model.html,Pittland,Cabuyao,121.0721529,14.2220299
house,4 Bedrooms Classic 2 Storey Single Attached House For Sale in BF Resort Village,20000000,5,235,185,https://www.lamudi.com.ph/4-bedrooms-classic-2-storey-single-attached-house-168439206026.html,Talon Dos,Las Piñas,120.99425,14.43278
house,House and Lot at Manors at Golden Horizon in Cavite (Louisa with Balcony),3717600,3,66,96,https://www.lamudi.com.ph/house-and-lot-at-manors-at-golden-horizon-in-trece-martires-cavite-louisa.html,Perez,Trece Martires,120.886854,14.290812
house,"Camella Provence | MIKA, RFO 2-Bedroom House and Lot for Sale in Malolos City, Bulaca...",4428000,2,46,60,https://www.lamudi.com.ph/camella-provence-mika-rfo-2-bedroom-house-and-lot-168379483080.html,Longos,Malolos,120.799474996,14.877889916
house,"1BR Quadruplex House and Lot for Sale at Gran Avila in Calamba, Laguna | Legato Model",1366658,1,25,58,https://www.lamudi.com.ph/1br-quadruplex-house-and-lot-for-sale-at-gran-avil-166150255525.html,Majada Labas,Calamba,121.107914,14.195456
house,For Sale Brand New 2 Storey Spacious Townhouse with 2 car garage in Daang-Hari,20664000,4,161,120,https://www.lamudi.com.ph/for-sale-brand-new-2-storey-spacious-mansion-with-166973561366.html,Almanza Dos,Las Piñas,121.0078767,14.4023926
house,"Camella Sierra Metro East | BELLA SF 88sqm, NRFO 2BR House and Lot for Sale in Antipo...",5615000,2,53,88,https://www.lamudi.com.ph/camella-sierra-metro-east-bella-sf-88sqm-nrfo-2br-16856046955.html,Dalig,Antipolo,121.1957324,14.5581146714
house,"Camella Bucandala | REANA Inner Unit 40sqm, RFO 2-Bedroom Townhouse for Sale in Imus,...",4127000,2,40,40,https://www.lamudi.com.ph/camella-bucandala-reana-inner-unit-40sqm-rfo-2-bed-168922427241.html,Bucandala IV,Imus,120.9176919,14.3960455
house,"FOR SALE TOWNHOUSE Kapitolyo, Pasig City",23000000,3,140,55,https://www.lamudi.com.ph/for-sale-townhouse-kapitolyo-pasig-city-168843571260.html,Kapitolyo,Pasig,121.060157,14.569208
house,"N-R-4-8: Acquired Property Townhouse for Sale in Lot 77, Block 20, Camella Tagum Subd...",1555200,1,42,66,https://www.lamudi.com.ph/n-r-4-8-acquired-property-townhouse-for-sale-in-lo-168354349412.html,Visayan Village,Tagum,125.788977,7.424235
house,Brand New 120sqm Duplex Unit in Betterliving Parañaque,14000000,4,200,120,https://www.lamudi.com.ph/brand-new-120sqm-duplex-unit-in-betterliving-para-16831232805.html,Don Bosco,Parañaque,121.024909,14.482705
house,Schutter's House: 3 Storey Single Detached House Brand New For Sale!,16000000,5,183,100,https://www.lamudi.com.ph/schutter-s-house-3-storey-single-detached-house-br-168811869846.html,Asin Road,Baguio,120.5571982,16.4071105
house,"For Sale - 7BR -Greystone, White Plains Brand New House, Quezon City",195000000,7,800,427,https://www.lamudi.com.ph/for-sale-7br-greystone-white-plains-brand-new-hous-169113349527.html,White Plains,Quezon City,121.0711795,14.6060344
house,"L-R-1-1237: Acquired Property House and Lot for Sale in Lot 17, Block 1, Road Lot 2, ...",5727600,0,184,225,https://www.lamudi.com.ph/l-r-1-1237-acquired-property-house-and-lot-for-sal-168317162568.html,Butong,Taal,120.92039,13.86615
house,Pre-owned 2 Storey House & Lot in Tierra Nueva Village Alabang Muntinlupa City,36500000,5,450,375,https://www.lamudi.com.ph/pre-owned-2-storey-house-lot-in-tierra-nueva-villa-166634098168.html,Cupang,Muntinlupa,121.040194,14.434669
house,"3 Bedroom Aryana Corner Unit For Sale in Lessandra Iloilo, Pavia",4871000,3,110,42,https://www.lamudi.com.ph/3-bedroom-aryana-corner-unit-for-sale-in-lessandra-169115503163.html,Jibao-An,Pavia,122.512398,10.751965
house,4 Bedroom House for Sale at Southbay Gardens in Parañaque City,75000000,4,600,720,https://www.lamudi.com.ph/4-bedroom-house-for-sale-at-southbay-gardens-in-pa-168563156313.html,B.F. Homes,Parañaque,121.0132574,14.4896303
house,50% Discount on 1st Equity Payment! 2-Bedroom LYCA Townhouse for Sale at Hana South i...,1918427,2,38,36,https://www.lamudi.com.ph/50-discount-on-1st-equity-payment-2-bedroom-lyca-t-16853244809.html,Cabuco,Trece Martires,120.8443843,14.2737173
house,50% Discount on 1st Equity Payment! For Sale 2-Bedroom LYCA Townhouse at Hana South i...,1918427,2,38,36,https://www.lamudi.com.ph/50-discount-on-1st-equity-payment-for-sale-2-bedro-168532448143.html,Cabuco,Trece Martires,120.8443843,14.2737173
house,Brand New 120sqm Duplex Unit in Betterliving Parañaque,14000000,4,200,120,https://www.lamudi.com.ph/brand-new-120sqm-duplex-unit-in-betterliving-para-16831232805.html,Don Bosco,Parañaque,121.024909,14.482705
house,Affordable and Accessible Pre-selling Townhouse in Antipolo near LRT Masinag,3750000,2,74,41,https://www.lamudi.com.ph/affordable-and-accessible-pre-selling-townhouse-in-168059000794.html,Mambugan,Antipolo,121.157573,14.58843
house,"For Sale: 2 Storey Duplex House at Pagsibol Village in Naic City, Cavite",1500000,2,45,54,https://www.lamudi.com.ph/for-sale-2-storey-duplex-house-at-pagsibol-village-167783548536.html,Sabang,Naic,120.799295,14.319351
house,Elegant Triplex House In  San Antonio Las Pinas City,8000000,3,140,80,https://www.lamudi.com.ph/elegant-triplex-house-in-san-antonio-las-pinas-cit-166821476818.html,Talon Singko,Las Piñas,120.996723,14.422561
house,"Preselling 5 Bedroom House in One Bouganvilla Place, New Manila, QC  56.5M",56500000,5,470,118,https://www.lamudi.com.ph/preselling-5-bedroom-house-in-one-bouganvilla-plac-169086998437.html,Mariana,Quezon City,121.034943,14.619578
house,"3 Bedroom Aryana Corner Unit For Sale in Lessandra Iloilo, Pavia",4871000,3,110,42,https://www.lamudi.com.ph/3-bedroom-aryana-corner-unit-for-sale-in-lessandra-169115503163.html,Jibao-An,Pavia,122.512398,10.751965
house,4 Bedroom House for Sale at Southbay Gardens in Parañaque City,75000000,4,600,720,https://www.lamudi.com.ph/4-bedroom-house-for-sale-at-southbay-gardens-in-pa-168563156313.html,B.F. Homes,Parañaque,121.0132574,14.4896303
house,Affordable Duplex For Sale In Pilar Village Las Piñas,4800000,2,65,52,https://www.lamudi.com.ph/affordable-duplex-for-sale-in-pilar-village-las-pi-167593323895.html,Almanza Uno,Las Piñas,121.0140532,14.4324914
house,Modern Design 2 Storey Single Attached House and Lot in BF Resort,23000000,4,255,188,https://www.lamudi.com.ph/modern-design-2storey-single-attached-house-and-lo-167593570836.html,Talon Uno,Las Piñas,120.987165,14.446596
house,"Well Maintained Single Detached House and Lot for sale in BF Resort, Las Piñas",23000000,5,245,432,https://www.lamudi.com.ph/well-maintained-single-detached-house-and-lot-for-168121414348.html,Talon Uno,Las Piñas,120.987165,14.446596
house,Modern Design 2 Storey Triplex House for sale in Las Piñas City,6500000,3,120,80,https://www.lamudi.com.ph/modern-design-2-storey-triplex-house-for-sale-in-l-168121333897.html,Manuyo Dos,Las Piñas,120.9957576,14.4675605
house,"Brand New Duplex House and Lot for Sale in Along Naga Road, Las Piñas",5500000,3,74,57,https://www.lamudi.com.ph/brand-new-duplex-house-and-lot-for-sale-in-along-n-168121366976.html,Pamplona Tres,Las Piñas,120.981053,14.455671
house,For Sale Modern Design Three (3) Storey Triplex House and Lot in DBP VIllage,11898000,4,230,112,https://www.lamudi.com.ph/for-sale-modern-design-three-3-storey-triplex-hous-16812120480.html,Almanza Dos,Las Piñas,121.0078767,14.4023926
house,Brand New 2 Storey Single Detached House with Nice Location in Dasmariñas,9850000,4,218,150,https://www.lamudi.com.ph/brand-new-2-storey-single-detached-house-with-nice-168121178311.html,Paliparan I,Dasmariñas,120.986405,14.282791
house,For Sale Brand New Modern Design (3) Storey Duplex with Roof Deck in Doña Manuel,10000000,5,240,120,https://www.lamudi.com.ph/for-sale-brand-new-modern-design-3-storey-duplex-w-168121179836.html,Pamplona Tres,Las Piñas,120.981053,14.455671
house,BRAND NEW (2) STOREY TOWN HOUSE FOR SALE IN PARAÑAQUE,8100000,4,145,77,https://www.lamudi.com.ph/brand-new-2-storey-town-house-for-sale-in-para-aqu-168128933016.html,San Isidro,Parañaque,121.011835,14.468547
house,very amazing modern design single detached (3) storey house and lot for sale,30000000,5,550,240,https://www.lamudi.com.ph/very-amazing-modern-design-single-detached-3-store-168326232147.html,Almanza Uno,Las Piñas,121.0140532,14.4324914
house,WELL MAINTAINED SINGLE DETACHED HOUSE AND LOT IN BF RESORT VILLAGE,23000000,5,245,432,https://www.lamudi.com.ph/well-maintained-single-detached-house-and-lot-in-b-168371397060.html,Talon Uno,Las Piñas,120.987165,14.446596
house,"Punta Altezza | Molave 2BR House for Sale in Calamba, Laguna | Futura by Filinvest",5000000,2,35,120,https://www.lamudi.com.ph/molave-2br-house-for-sale-at-punta-altezza-in-calamba-laguna-futura-by-filinvest.html,Punta,Calamba,121.119138,14.186236
house,"Futura Homes Palm Estates | Elisa SA 2BR House for Sale in Talisay, Negros Occ. | Fut...",2501440,2,34,84,https://www.lamudi.com.ph/elisa-sa-2br-house-for-sale-at-futura-homes-palm-estates-in-talisay-negros-occ-futura-by-filinvest.html,Efigenio Lizares,Talisay,123.000231,10.763209
house,Futura Homes Zamboanga | Amber 2BR Townhouse End Unit for Sale in Zamboanga City | Fu...,1426849,2,40,78,https://www.lamudi.com.ph/amber-2br-townhouse-end-unit-for-sale-at-futura-homes-zamboanga-futura-by-filinvest.html,Boalan,Zamboanga,122.130196,6.943652
house,"Tierra Vista | Crissa 2BR House - Inner Unit for Sale in San Rafael, Bulacan | Futura...",2023000,2,38,41,https://www.lamudi.com.ph/crissa-2br-house-inner-unit-for-sale-at-tierra-vista-in-san-rafael-bulacan-futura-by-filinvest.html,San Roque,San Rafael,120.942458,15.011145
house,"Sandia Homes | Bernice SA 1BR House for Sale in Tanauan, Batangas | Futura by Filinve...",1474100,1,27,60,https://www.lamudi.com.ph/bernice-sa-1br-house-for-sale-at-sandia-homes-in-brgy-cale-tanauan-batangas-futura-by-filinvest.html,Cale,Tanauan,121.101412,14.112439
house,"3BR 2-Storey SD House and Lot for Sale at Pueblo Niño in Rosario, Batangas | Gabriel,...",4700000,3,70,120,https://www.lamudi.com.ph/3br-2-storey-sd-house-for-sale-at-pueblo-ni-o-in-r-166237144488.html,Masaya,Rosario,121.169862,13.84912
house,"4BR 2-Storey Single Detached House and Lot for Sale at Kota Keluarga in San Juan, Bat...",13000000,4,130,294,https://www.lamudi.com.ph/4br-2-storey-single-detached-house-and-lot-for-sal-166935041341.html,Laiya-Ibabao,San Juan,121.422891,13.673186
house,"4-Bedroom House and Lot for Sale at Lancaster New City in Imus, Cavite – ALEXANDRA Mo...",7410000,4,100,120,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-imus-cavite-alexandra-model.html,Alapan II-A,Imus,120.9062254,14.4084872
house,"3-Bedroom Townhouse for Sale at Lancaster New City in Imus, Cavite – ANICA Model",2389000,3,50,50,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-at-lancaster-new-city-in-imus-cavite-anica-model.html,Alapan II-A,Imus,120.9062254,14.4084872
house,"3-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite – MAR...",5690000,3,72,100,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-margaret-model.html,Pasong Camachile I,General Trias,120.896613,14.37318
house,"Futura Homes Palm Estates | Elisa SA 2BR House for Sale in Talisay, Negros Occ. | Fut...",2501440,2,34,84,https://www.lamudi.com.ph/elisa-sa-2br-house-for-sale-at-futura-homes-palm-estates-in-talisay-negros-occ-futura-by-filinvest.html,Efigenio Lizares,Talisay,123.000231,10.763209
house,Futura Homes Zamboanga | Amber 2BR Townhouse End Unit for Sale in Zamboanga City | Fu...,1426849,2,40,78,https://www.lamudi.com.ph/amber-2br-townhouse-end-unit-for-sale-at-futura-homes-zamboanga-futura-by-filinvest.html,Boalan,Zamboanga,122.130196,6.943652
house,"Tierra Vista | Crissa 2BR House - Inner Unit for Sale in San Rafael, Bulacan | Futura...",2023000,2,38,41,https://www.lamudi.com.ph/crissa-2br-house-inner-unit-for-sale-at-tierra-vista-in-san-rafael-bulacan-futura-by-filinvest.html,San Roque,San Rafael,120.942458,15.011145
house,"Sandia Homes | Bernice SA 1BR House for Sale in Tanauan, Batangas | Futura by Filinve...",1474100,1,27,60,https://www.lamudi.com.ph/bernice-sa-1br-house-for-sale-at-sandia-homes-in-brgy-cale-tanauan-batangas-futura-by-filinvest.html,Cale,Tanauan,121.101412,14.112439
house,Elegant Triplex House In  San Antonio Las Pinas City,8000000,3,140,80,https://www.lamudi.com.ph/elegant-triplex-house-in-san-antonio-las-pinas-cit-166821476818.html,Talon Singko,Las Piñas,120.996723,14.422561
house,"Preselling 5 Bedroom House in One Bouganvilla Place, New Manila, QC  56.5M",56500000,5,470,118,https://www.lamudi.com.ph/preselling-5-bedroom-house-in-one-bouganvilla-plac-169086998437.html,Mariana,Quezon City,121.034943,14.619578
house,1BR Rowhouse for Sale at Marytown Place in Santa Maria Bulacan | Bare 2-Storey Corner...,1675000,1,44,40,https://www.lamudi.com.ph/1br-rowhouse-for-sale-at-marytown-place-in-santa-m-165942503241.html,Bulac,Santa Maria,121.012734,14.835455
house,"Calendola Townhomes | 2BR 2-Storey Townhouse for Sale in San Pedro, Laguna | Unit 2",5666095,2,68,39,https://www.lamudi.com.ph/calendola-townhomes-2br-2-storey-townhouse-for-sal-167660455470.html,Calendola,San Pedro,121.033159,14.341987
house,"Calendola Townhomes | 2BR 2-Storey Townhouse for Sale in San Pedro, Laguna | Unit 3",6248655,2,77,41,https://www.lamudi.com.ph/calendola-townhomes-2br-2-storey-townhouse-for-sal-167660455552.html,Calendola,San Pedro,121.033159,14.341987
house,Hayaville Subdivision Carmel 2  | Four Bedroom House and Lot For Sale - #5271,52000000,4,0,510,https://www.lamudi.com.ph/hayaville-subdivision-carmel-2-four-bedroom-house-168990881565.html,Project 8,Quezon City,121.0245,14.66958
house,PHINMA Maayo San Jose | TRINIDAD 3-Bedroom House and Lot for Sale in Batangas,9204000,3,84,125,https://www.lamudi.com.ph/phinma-maayo-san-jose-trinidad-3-bedroom-house-and-169156404042.html,Banaybanay II,San Jose,121.112303,13.930157
house,PHINMA Maayo San Jose | 3-Bedroom TRINIDAD House and Lot for Sale in Batangas,9204000,3,84,125,https://www.lamudi.com.ph/phinma-maayo-san-jose-3-bedroom-trinidad-house-and-169156404136.html,Banaybanay II,San Jose,121.112303,13.930157
house,"4-Bedroom Single Detached House and Lot for Sale in Ajoya Cabanatuan, Nueva Ecija - w...",5700000,4,96,196,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-ajoya-cabanatuan-nueva-ecija-with-special-offer.html,Valle Cruz,Cabanatuan,120.988774,15.47594
house,5-Bedroom Single Detached House and Lot for Sale in Ajoya Pampanga (Mexico) - with Sp...,6300000,5,107,141,https://www.lamudi.com.ph/5-bedroom-single-detached-house-and-lot-for-sale-in-ajoya-pampanga-mexico-with-special-offer.html,Eden,Mexico,120.656765,15.128614
house,6 BEDROOMS WITH DOUBLE HEIGHT CEILING HOUSE IN BF RESORT VILLAGE LAS PINAS,18500000,5,295,180,https://www.lamudi.com.ph/6-bedrooms-with-double-height-ceiling-house-in-bf-16823282977.html,Talon Dos,Las Piñas,120.985214,14.438526
house,"Townhouse for sale at Deca Homes Pampanga, Angeles City",2500000,2,40,44,https://www.lamudi.com.ph/townhouse-for-sale-at-deca-homes-pampanga-angeles-169133378661.html,Cutud,Angeles,120.645669,15.16654
house,"House and Lot For Sale at Manila Southwoods, Carmona Cavite City",53000000,4,380,779,https://www.lamudi.com.ph/house-and-lot-for-sale-at-manila-southwoods-carmon-168630085885.html,Cabilang Baybay,Carmona,121.05977,14.31445
house,"House For Sale at Ayala Southvale, Bacoor Cavite",67000000,4,480,518,https://www.lamudi.com.ph/house-for-sale-at-ayala-southvale-bacoor-cavite-168854920147.html,Molino VII,Bacoor,120.97477,14.41908
house,Newly Built House in Martinville near Southville International School Las Piñas,6500000,3,120,80,https://www.lamudi.com.ph/newly-built-house-in-martinville-near-southville-i-168247725588.html,Manuyo Dos,Las Piñas,120.9957576,14.4675605
house,2 Bedroom Single Attached For Sale in Florida Villas Subdivision Marilao Bulacan,4000000,2,82,88,https://www.lamudi.com.ph/2-bedroom-single-attached-for-sale-in-florida-vill-168776244652.html,Loma de Gato,Marilao,121.0135834,14.7884969
house,3 Bedroom Townhouse Unit (Aurora) for sale at Courtyards at Golden Horizon,3124318,3,105,63,https://www.lamudi.com.ph/3-bedroom-townhouse-unit-aurora-for-sale-at-courty-167583443927.html,Perez,Trece Martires,120.886854,14.290812
house,"3 Bedrooms Two-Storey Unit 89sqm House for Sale in Alaminos, Laguna",4265195,3,95,89,https://www.lamudi.com.ph/3-bedrooms-two-storey-unit-89sq-166409098235.html,San Benito,Alaminos,121.2799644,14.0571169
house,"5 Bedrooms Single-Detached Unit 145sqm House for Sale in Alaminos, Laguna",8193900,5,181,145,https://www.lamudi.com.ph/5-bedrooms-single-detached-unit-145sqm-166409206942.html,San Benito,Alaminos,121.2799644,14.0571169
house,"2 Storey House For Sale in Ponticelli Gardens, Bacoor, Cavite",9000000,3,93,110,https://www.lamudi.com.ph/house-for-sale-in-ponticelli-gardens-bacoor-cavite-166012824835.html,Molino III,Bacoor,120.9777822,14.3981207
house,Best Buy Property!  House For Sale in Ponticelli Gardens.  Near Daang Hari.,9928000,4,142,163,https://www.lamudi.com.ph/best-buy-property-house-for-sale-in-ponticelli-gar-168308382791.html,Molino III,Bacoor,120.9777822,14.3981207
house,"V-R-2-24- Acquired Property for Sale in Lots 2 & 3, Block 34, Unnamed Road, Fatima He...",2347800,0,142,160,https://www.lamudi.com.ph/v-r-2-24-acquired-property-for-sale-in-lots-2-3-block-34-unnamed-road-fatima-heights-subdivision-brgy-zone-12-a-talisay-city-negros-occidental-retail.html,Zone 12-A,Talisay,122.9856474,10.7447031
house,"M-R-3-363- Acquired Property for Sale in Unit 211, Carillon Building, Rhapsody Reside...",5475000,0,55,0,https://www.lamudi.com.ph/m-r-3-363-acquired-property-for-sale-in-unit-211-carillon-building-rhapsody-residences-brgy-buli-muntinlupa-city-with-service-area-and-parking-slot-retail.html,Buli,Muntinlupa,121.049993,14.443527
house,"L-R-1-702- Acquired Property for Sale in Lot 732-C, Psd-126367, Melegrito St., Brgy. ...",1652000,0,35,1652,https://www.lamudi.com.ph/l-r-1-702-acquired-property-for-sale-in-lot-732-c-psd-126367-melegrito-st-brgy-poblacion-3-pura-tarlac-retail.html,Poblacion 3,Pura,120.64234,15.62857
house,"L-R-1-775- Acquired Property for Sale in Lot 12, Block 1, Road Lot 2, Costa del Sol S...",4681200,0,167,225,https://www.lamudi.com.ph/l-r-1-775-acquired-property-for-sale-in-lot-12-block-1-road-lot-2-costa-del-sol-subdivision-brgy-bued-alaminos-city-pangasinan-retail.html,Bued,Alaminos,120.4815,16.163025
house,"L-S-1-201604-121: Acquired Property  for Sale in Lot 14 and 16, Block 4, Pearl St., E...",5541620,0,212,256,https://www.lamudi.com.ph/l-s-1-201604-121-acquired-property-for-sale-in-lot-166210996939.html,Duale,Limay,120.5824827,14.5474056
house,"M-R-3-465- Acquired Property for Sale in Unit 304, 3/F, Tower B, Villa Sole Condomini...",2297300,0,33,0,https://www.lamudi.com.ph/m-r-3-465-acquired-property-for-sale-in-unit-304-3-f-tower-b-villa-sole-condominium-no-452-e-rodriguez-ave-brgy-santolan-manggahan-pasig-city-retail.html,Santolan,Pasig,121.0924227,14.60847687
house,"L-R-1-1209: Acquired Property  for Sale in Lot 2, Block 32, St. Matthew Street, St. J...",6442800,0,450,276,https://www.lamudi.com.ph/l-r-1-1209-acquired-property-for-sale-in-lot-2-blo-16674644010.html,San Agustin,San Fernando,120.70406,15.54915
house,"L-R-1-1241: Acquired Property House and Lot for Sale in Lot 2, Block 6, Veronica corn...",5736000,0,204,138,https://www.lamudi.com.ph/l-r-1-1241-acquired-property-house-and-lot-for-sal-168317162276.html,Buenavista I,General Trias,120.8915959,14.32419186
house,"L-R-1-1008 - Acquired Property for Sale in No. 103, Along Lot 12306 M, Brgy. Poblacio...",5678400,0,318,427,https://www.lamudi.com.ph/l-r-1-1008-acquired-property-for-sale-in-no-103-along-lot-12306-m-brgy-poblacion-e-rosario-batangas.html,Barangay E,Rosario,121.200832,13.841105
house,"M-R-1-214:  Acquired Property for Sale in Lot 18, Block 22, Arabesque St., Congressio...",4617100,0,197,200,https://www.lamudi.com.ph/m-r-1-214-acquired-property-for-sale-in-lot-18-blo-167057121754.html,Camarin,Caloocan,121.46322,14.759571
house,"L-TH-1-76- Acquired Property for Sale in Block 4, Lot 51, Summerfield Villas, Brgy. S...",1926250,1,68,45,https://www.lamudi.com.ph/l-th-1-76-acquired-property-for-sale-in-block-4-lot-51-summerfield-villas-brgy-san-juan-taytay-rizal-sub.html,San Juan,Taytay,121.123722,14.551401
house,"L-R-1-1224: Acquired Property House and Lot for Sale in Lot 17, Block 7, Sta. Rosa De...",6852500,0,235,200,https://www.lamudi.com.ph/l-r-1-1224-acquired-property-house-and-lot-for-sal-167600192924.html,Ibaba,Santa Rosa,121.114772,14.31378
house,"L-S-5-201604-60:  Acquired Property Townhouse for Sale in Lot 6, Block 13A, Camella Q...",1748000,0,40,40,https://www.lamudi.com.ph/l-s-5-201604-60-acquired-property-townhouse-for-sa-167335319763.html,Isabang,Tayabas,121.564527,13.962775
house,"L-R-1-384- Acquired Property for Sale in Lot 20, Block 7, Road Lot 7, AMA Subdivision...",1758100,0,90,60,https://www.lamudi.com.ph/l-r-1-384-acquired-property-for-sale-in-lot-20-block-7-road-lot-7-ama-subdivision-brgy-wawa-lumban-laguna-retail.html,Wawa,Lumban,121.4469127,14.3271876
house,"L-R-1-160- Acquired Property for Sale in Lot 17-B, (LRA) PSD-361088, Alley Road (Road...",1319800,0,97,128,https://www.lamudi.com.ph/l-r-1-160-acquired-property-for-sale-in-lot-17-b-lra-psd-361088-alley-road-road-lot-17-c-brgy-santisima-cruz-sta-cruz-laguna-retail.html,Santisima Cruz,Santa Cruz,121.411882,14.295795
house,"L-R-1-343- Acquired Property for Sale in Lot 14, Block 9, Sampaguita St., El Rey Subd...",2999700,0,182,240,https://www.lamudi.com.ph/l-r-1-343-acquired-property-for-sale-in-lot-14-block-9-sampaguita-st-el-rey-subdivision-brgy-duhat-sta-cruz-laguna-retail.html,Duhat,Santa Cruz,121.3798616,14.255878
