Category,Title,Price,Region,Bedrooms,Floor Area,Lot Area,URL,Image Link,Barangay,Town/City,Longitude,Latitude
house,"L-TH-1-12- Acquired Property for Sale in Block 4, Lot 63, Summerfield Villas, Brgy. S...",1893360,Rizal,1,67,45,https://www.lamudi.com.ph/l-th-1-12-acquired-property-for-sale-in-block-4-lot-63-summerfield-villas-brgy-san-juan-taytay-rizal-sub.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7f8b961eaeb60f.webp,San Juan,Taytay,121.123722,14.551401
house,"3-Bedroom Townhouse for Sale at Lancaster New City in Imus, Cavite – THEA Model",2395000,Cavite,3,60,50,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-at-lancaster-new-city-in-imus-cavite-thea-model.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4ac514695aa5c1.webp,Alapan II-A,Imus,120.9062254,14.4084872
house,"New Leaf | Diana 2BR SA House for Sale in Trece Martires, Cavite | Futura by Filinves...",1700000,Cavite,2,37,70,https://www.lamudi.com.ph/diana-2br-sa-house-for-sale-at-new-leaf-in-trece-martires-cavite-futura-by-filinvest.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/77a3f3d566e5e3.webp,Perez,Trece Martires,120.873599,14.310683
house,4 Bedrooms Brandnew Townhouse for sale in Pasay City,12500000,Metro Manila,4,216,72,https://www.lamudi.com.ph/4-bedrooms-brandnew-townhouse-for-sale-in-pasay-ci-16665070756.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/06497bbab41622.webp,Pasay Rotonda,Pasay,121.1037612,14.5389517
house,"M-R-1-211: Acquired Property  for Sale in Lot 12, Block 2, Road Lot 2, Villa Hermano ...",4831000,Metro Manila,0,110,78,https://www.lamudi.com.ph/m-r-1-211-acquired-property-for-sale-in-lot-12-blo-166365877874.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/61e0abae5a6b73.webp,Sauyo,Quezon City,121.049276,14.695099
house,"3-Bedroom PALMS House and Lot for Sale at Parc Regency Residences, Pavia, Iloilo",3198000,Iloilo,3,60,100,https://www.lamudi.com.ph/3-bedroom-palms-house-and-lot-for-sale-at-parc-reg-16787691233.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/edfbf64166b690.webp,Ungka II,Pavia,122.536596,10.75333
house,"3-Bedroom Townhouse for Sale at Lancaster New City in Imus, Cavite – ALICE Model",2028000,Cavite,3,40,40,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-at-lancaster-new-city-in-imus-cavite-alice-model.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/01202f3671aebb.webp,Alapan II-A,Imus,120.9062254,14.4084872
house,"3BR Bungalow House and Lot for Sale at Siena Hills in Lipa, Batangas | Anabella (Prem...",2800000,Batangas,3,150,67,https://www.lamudi.com.ph/3br-bungalow-house-and-lot-for-sale-at-siena-hills-166150255690.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a52d113d67dc4f.webp,Antipolo del Sur,Lipa,121.184916,13.913043
house,"3-Bedroom Beach House and Lot for Sale in Seafront Residences, San Juan, Batangas - w...",12200000,Batangas,3,100,200,https://www.lamudi.com.ph/3-bedroom-beach-house-and-lot-for-sale-in-seafront-residences-san-juan-batangas-with-special-offer.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/760fc9f0c00cd0.webp,Calubcub II,San Juan,121.428003,13.740666
house,"L-R-1-136- Acquired Property for Sale in No. 15 (Lot 2, Block 36) E. Aguinaldo & A. B...",2781060,Laguna,0,179,120,https://www.lamudi.com.ph/l-r-1-136-acquired-property-for-sale-in-no-15-lot-2-block-36-e-aguinaldo-a-bonifacio-sts-brgy-san-vicente-magsaysay-san-pedro-city-laguna-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,San Vicente,San Pedro,121.0535937,14.3494688
house,"GREGORIA 3BR 2-Storey Single Attached House for Sale at Heroes' Lane in District 2, G...",3173851,Isabela,3,72,110,https://www.lamudi.com.ph/gregoria-3br-2-storey-single-attached-house-for-sale-at-heroes-lane-in-district-2-gamu-isabela.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7c14bc0dd0c46b.webp,District II,Gamu,121.8362941,17.0587657
house,"L-R-1-539- Acquired Property for Sale in Lot 3, Block 16, St. Bernard St., Tierracon ...",981750,Nueva Ecija,0,56,80,https://www.lamudi.com.ph/l-r-1-539-acquired-property-for-sale-in-lot-3-block-16-st-bernard-st-tierracon-homes-subd-brgy-bangad-cabanatuan-city-nueva-ecija-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Bangad,Cabanatuan,121.0193692,15.49805306
house,3BR 2-Storey Single Attached House and Lot for Sale at Victoria Ville Subdivision in ...,13656192,Cavite,3,168,90,https://www.lamudi.com.ph/3br-2-storey-single-attached-house-and-lot-for-sal-166859128593.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7a7c13e47ff815.webp,P.F. Espiritu III,Bacoor,120.953123,14.457481
house,"Santeví House for Sale San Pablo City, Laguna",3700000,Laguna,3,74,85,https://www.lamudi.com.ph/santev-166763462381.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/247b20e1ccbabd.webp,San Vicente,San Pablo,121.340728,14.0256013
house,Santevi Homes by Ovialand in   Brgy. San Vicente San Pablo Laguna,3700000,Laguna,3,74,85,https://www.lamudi.com.ph/santevi-san-pablo-laguna-167083103285.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e3f027c3df0b97.webp,San Vicente,San Pablo,121.340728,14.0256013
house,"3 Bedroom House and Lot Unit at Celestis 1 in Antipolo, Rizal (Corner)",5447690,Rizal,3,76,70,https://www.lamudi.com.ph/3-bedroom-house-and-lot-unit-at-celestis-1-in-antipolo-rizal-corner.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c02e89862463eb.webp,San Isidro,Antipolo,121.186609,14.59242
house,"Spacious House with Pool for Sale in San Miguel Village, Makati City",140710000,Metro Manila,4,388,477,https://www.lamudi.com.ph/spacious-house-with-pool-for-sale-in-san-miguel-village-makati-city.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2da0733ec173fe.webp,Poblacion,Makati,121.0275016,14.5570169
house,"3BR 2-Storey Duplex House and Lot for Sale at Victoria Ville Subdivision in Bacoor, C...",6844200,Cavite,3,84,75,https://www.lamudi.com.ph/3br-2-storey-duplex-house-and-lot-for-sale-at-vict-166858916633.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/07bc51aeb73daa.webp,P.F. Espiritu III,Bacoor,120.953123,14.457481
house,3 Bedroom House and Lot for sale at Phirst Park Homes Batulao (Hidilyn Corner),5520875,Batangas,3,54,123,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-phirst-park-ho-168238712917.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/211fc11054699f.webp,Kaylaway,Nasugbu,120.810579,14.0778507
house,2 Bedroom Townhouse Unit for sale at Courtyards at Golden Horizon (Marquesa),2956011,Cavite,2,73,65,https://www.lamudi.com.ph/2-bedroom-townhouse-unit-for-sale-at-courtyards-at-golden-horizon-marquesa.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ae605f469ed18b.webp,Perez,Trece Martires,120.886854,14.290812
house,"L-S-1-201604-94- Acquired Property for Sale in, Phase 2, Block 1, Lot  17, Tierra Nev...",2150730,Cavite,0,78,102,https://www.lamudi.com.ph/l-s-1-201604-94-acquired-property-for-sale-in-phase-2-block-1-lot-17-tierra-nevada-subdivision-brgy-san-francisco-general-trias-cavite.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5cc44832ccd79a.webp,San Francisco,General Trias,120.918355,14.312446
house,"L-R-1-1178: Acquired Property  for Sale in Lot 9, PCS-04-003716, Bent St., Camella Ho...",5979400,Laguna,0,316,175,https://www.lamudi.com.ph/l-r-1-1178-acquired-property-for-sale-in-lot-9-pcs-166210997349.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/877899af85e075.webp,Banlic,Cabuyao,121.138009,14.23408
house,"L-R-1-138- Acquired Property for Sale in No. 18 (Lot 4, Block 1), Asa",2716600,Laguna,0,146,227,https://www.lamudi.com.ph/l-r-1-138-acquired-property-for-sale-in-no-18-lot-4-block-1-asa.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Santo Angel Sur,Santa Cruz,121.413192,14.281185
house,"L-TH-1-215:  Acquired Property  for Sale in Lot 3, Block 13, Pcs-04-027023, Sienna St...",1664000,Quezon,0,52,60,https://www.lamudi.com.ph/l-th-1-215-acquired-property-for-sale-in-lot-3-block-13-pcs-04-027023-sienna-st-palm-spring-subdivision-brgy-bocohan-lucena-city-quezon.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Bocohan,Lucena,121.590439,13.958365
house,"L-S-5-201604-49- Acquired Property  for Sale in Lot 24, Block 3, Summerfield Villas, ...",2621540,Rizal,0,98,45,https://www.lamudi.com.ph/l-s-5-201604-49-acquired-property-for-sale-in-lot-24-block-3-summerfield-villas-brgy-san-juan-taytay-rizal.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e8e5aa8bcf6428.webp,San Juan,Taytay,121.123722,14.551401
house,"L-S-1-201604-97: Acquired Property House and Lot for Sale in Lot  4, Block 12, Canyon...",4681938,Cavite,1,89,113,https://www.lamudi.com.ph/l-s-1-201604-97-acquired-property-house-and-lot-fo-168354349431.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Lantic,Carmona,121.0393379,14.2857792
house,"L-TH-1-119- Acquired Property for Sale in Lot 3, Block 7, Road Lot 5, Amandala Villag...",4304000,Cavite,1,160,80,https://www.lamudi.com.ph/l-th-1-119-acquired-property-for-sale-in-lot-3-block-7-road-lot-5-amandala-village-carmona-estate-phase-4-brgy-lantic-carmona-cavite-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Lantic,Carmona,121.39213,14.294051
house,"M-R-1-4- Acquired Property for Sale in Lot 23, Block 17, Titan St., Sunriser Village,...",4900000,Metro Manila,0,360,120,https://www.lamudi.com.ph/m-r-1-4-acquired-property-for-sale-in-lot-23-block-17-titan-st-sunriser-village-brgy-camarin-caloocan-city-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Camarin,Caloocan,121.0096709,14.72851444
house,"L-TH-1-11- Acquired Property for Sale in Block 4, Lot 44, Summerfield Villas,  Brgy. ...",2064250,Rizal,1,74,45,https://www.lamudi.com.ph/l-th-1-11-acquired-property-for-sale-in-block-4-lot-44-summerfield-villas-brgy-san-juan-taytay-rizal-sub.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d323dd44233d35.webp,San Juan,Taytay,121.123722,14.551401
house,"L-R-1-373- Acquired Property for Sale in Lot 38, Block 10, Road Lot 3, Celina Homes T...",2000000,Laguna,0,115,63,https://www.lamudi.com.ph/l-r-1-373-acquired-property-for-sale-in-lot-38-block-10-road-lot-3-celina-homes-technopark-subdivision-brgy-loma-bi.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Loma,Biñan,121.0692547,14.2915432
house,"L-R-1-1039-Acquired Property for Sale in Lots 17 and 19, Block 2, Road Lot 2 corner R...",5250000,Batangas,0,250,250,https://www.lamudi.com.ph/l-r-1-1039-acquired-property-for-sale-in-lots-17-and-19-block-2-road-lot-2-corner-road-lot-3-dona-crisanta-subdivision-brgy-san-roque-rosario-batangas.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8b5ebfe4fc1ea3.webp,San Roque,Rosario,121.200892,13.85129
house,"L-TH-1-237: Acquired Property Townhouse for Sale in Lot 37, Block 14, Mallorca St., C...",1776300,Tarlac,0,40,83,https://www.lamudi.com.ph/l-th-1-237-acquired-property-townhouse-for-sale-in-168317165027.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Maliwalo,Tarlac,120.6151799,15.47577389
house,"M-R-3-467- Acquired Property for Sale in Unit J, 15/F, Marfori Tower @ Lakefront (Vie...",5400000,Metro Manila,0,60,0,https://www.lamudi.com.ph/m-r-3-467-acquired-property-for-sale-in-unit-j-15-f-marfori-tower-lakefront-viera-condominium-brgy-sucat-muntinlupa-city-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e6f88693f529f8.webp,Sucat,Muntinlupa,121.049276,14.45461
house,"L-S-1-201604-40- Acquired Property for Sale in Block 24, Lot 1,corner of Emerald Aven...",2966080,Bataan,0,141,126,https://www.lamudi.com.ph/l-s-1-201604-40-acquired-property-for-sale-in-block-24-lot-1-corner-of-emerald-avenue-and-opal-st-emerald-coast-executive-village-brgy-peas-duale-limay-bataan-sub.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dd69843761623f.webp,Duale,Limay,120.5824827,14.5474056
house,Brand new House for sale Perfect Location in BF Resort Village Las Pinas,15500000,Metro Manila,5,250,172,https://www.lamudi.com.ph/brand-new-house-for-sale-perfect-location-in-bf-re-167629007779.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cf8f18ee57f862.webp,Talon Dos,Las Piñas,120.99425,14.43276
house,"House and Lot for sale at Sunrise Alexa Subdivision Hills in Antipolo, Rizal",6610000,Rizal,3,116,164,https://www.lamudi.com.ph/house-and-lot-for-sale-at-sunrise-alexa-subdivision-hills-in-antipolo-rizal-5.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/77988abe418749.webp,Muntingdilaw,Antipolo,121.180373,14.580645
house,"Camella Nueva Ecija | DANI/DANA wCB, NRFO 4BR House and Lot for Sale in Cabanatuan Ci...",6884000,Nueva Ecija,4,85,110,https://www.lamudi.com.ph/camella-nueva-ecija-dani-dana-wcb-nrfo-4br-house-a-168915750970.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/39d384f00cc12a.webp,Santa Arcadia,Cabanatuan,120.985475996,15.4714237451
house,"Camella Bucandala | CARA CL, RFO 3-Bedroom House and Lot for Sale in Imus, Cavite",12884000,Cavite,3,66,149,https://www.lamudi.com.ph/camella-bucandala-cara-cl-rfo-3-bedroom-house-and-16843168140.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/21367cbde6e0ee.webp,Bucandala IV,Imus,120.9176919,14.3960455
house,"Camella Bucandala | CARA Model, RFO 3-Bedroom House and Lot for Sale in Imus, Cavite",9468000,Cavite,3,66,88,https://www.lamudi.com.ph/camella-bucandala-cara-model-rfo-3-bedroom-house-a-168431681311.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/669c6dd62cd341.webp,Bucandala IV,Imus,120.9176919,14.3960455
house,"Camella Bucandala | ELAISA wCB, RFO 5-Bedroom House and Lot for Sale in Imus, Cavite",12780000,Cavite,5,97,124,https://www.lamudi.com.ph/camella-bucandala-elaisa-wcb-rfo-5-bedroom-house-a-168431681986.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/164083b29c64ee.webp,Bucandala IV,Imus,120.9176919,14.3960455
house,"Camella Sierra Metro East | EZABELLE 110sqm, NRFO 2BR House and Lot for Sale in Antip...",5938000,Rizal,2,46,110,https://www.lamudi.com.ph/camella-sierra-metro-east-ezabelle-110sqm-nrfo-2br-168560469751.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ce9125c107d782.webp,Dalig,Antipolo,121.1957324,14.5581146714
house,"Camella Sierra Metro East | HANNELA UH 92sqm, NRFO 3BR House and Lot for Sale in Anti...",6911000,Rizal,3,60,92,https://www.lamudi.com.ph/camella-sierra-metro-east-hannela-uh-92sqm-nrfo-3b-168560470222.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a7c27c3dcb0933.webp,Dalig,Antipolo,121.1957324,14.5581146714
house,"Camella Sierra Metro East | HANNELA UP wCB, NRFO 3BR House and Lot for Sale in Antipo...",7290000,Rizal,3,60,99,https://www.lamudi.com.ph/camella-sierra-metro-east-hannela-up-wcb-nrfo-3br-168931308852.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4d91da97a0ae7e.webp,Dalig,Antipolo,121.1957324,14.5581146714
house,"Camella Sierra Metro East | BELLA SF 137sqm, NRFO 2BR House and Lot for Sale in Antip...",7216000,Rizal,2,53,137,https://www.lamudi.com.ph/camella-sierra-metro-east-bella-sf-137sqm-nrfo-2br-168560470091.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/08bdf41c6ca13a.webp,Dalig,Antipolo,121.1957324,14.5581146714
house,"L-S-5-201604-73: Acquired Property Townhouse for Sale in Lot 16, Block 2, Kensington ...",1884850,Cavite,0,67,50,https://www.lamudi.com.ph/l-s-5-201604-73-acquired-property-townhouse-for-sa-167893036538.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Navarro,General Trias,120.8962844,14.39382633
house,"Aria | Brahms Duplex 3BR House for Sale in Cainta, Rizal | Aspire by Filinvest",8106200,Rizal,3,91,112,https://www.lamudi.com.ph/brahms-duplex-3br-house-for-sale-at-aria-in-cainta-rizal-aspire-by-filinvest.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c0cc6a04d6f245.webp,San Isidro,Cainta,121.121977,14.612881
house,3 Bedroom House and Lot for sale at Phirst Park Homes Batulao (Hidilyn Regular),4507050,Batangas,3,54,92,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-phirst-park-ho-168238724064.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f0ea11febf7a3f.webp,Kaylaway,Nasugbu,120.810579,14.0778507
house,"Camella Palawan | BELLA, NRFO 2BR House and Lot for Sale in Puerto Princesa City",5417000,Palawan,2,53,88,https://www.lamudi.com.ph/camella-palawan-bella-nrfo-2br-house-and-lot-for-s-16842312975.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4b879ff684cb8a.webp,Sicsican,Puerto Princesa,118.7121724,9.7885642
house,"Camella Alta Silang | DANI wCB Corner, NRFO 4BR House and Lot for Sale in Silang, Cav...",9964000,Cavite,4,83,112,https://www.lamudi.com.ph/camella-alta-silang-dani-wcb-corner-nrfo-4br-house-168448837836.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5c90e1a6abbb28.webp,Biga I,Silang,120.974194296,14.2431004872
house,"Camella Monticello | DANI, NRFO 4BR House and Lot for Sale in San Jose del Monte, Bul...",7047000,Bulacan,4,83,99,https://www.lamudi.com.ph/camella-monticello-dani-nrfo-4br-house-and-lot-for-168923479359.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/324f2ca97405d3.webp,Sapang Palay,San Jose del Monte,121.0612785,14.8450503
house,"Camella Bucandala | CARMELA 88sqm, RFO 3-Bedroom House and Lot for Sale in Imus, Cavi...",9223000,Cavite,3,64,88,https://www.lamudi.com.ph/camella-bucandala-carmela-88sqm-rfo-3-bedroom-hous-168922427351.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3bdd82e1f5e04c.webp,Bucandala IV,Imus,120.9176919,14.3960455
house,"Camella Verra Metro North | CRISELLE SF 125sqm, NRFO 2BR House and Lot for Sale in Va...",6661000,Metro Manila,2,40,125,https://www.lamudi.com.ph/camella-verra-metro-north-criselle-sf-125sqm-nrfo-168508937124.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8587a0634d3fd4.webp,Bignay,Valenzuela,120.995875896,14.7463268876
house,2 Bedroom House and Lot for sale at Phirst Park Homes Batulao (Brenna Corner),5223046,Batangas,2,45,132,https://www.lamudi.com.ph/2-bedroom-house-and-lot-for-sale-at-phirst-park-ho-168238658420.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d304e15cf04309.webp,Kaylaway,Nasugbu,120.810579,14.0778507
house,Luxurious 5-Bedroom Townhouse in Pasig City with 2 Car Garage For Sale RFO,22000000,Metro Manila,5,273,136,https://www.lamudi.com.ph/luxurious-5-bedroom-townhouse-in-pasig-city-with-2-car-garage-for-sale-rfo.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5acbf1e0592ab7.webp,Rosario,Pasig,121.089097,14.588464
house,"For Sale Single Detached Modern Design House in BF Homes, Parañaque City",24000000,Metro Manila,3,290,204,https://www.lamudi.com.ph/elegant-contemporary-design-townhouse-in-pilar-village-las-pinas-30.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/400d7b702730a1.webp,B.F. Homes,Parañaque,121.0245799,14.4521766
house,"2 Bedroom House and Lot Unit at Celestis 1 in Antipolo, Rizal (End)",5747965,Rizal,3,76,79,https://www.lamudi.com.ph/2-bedroom-house-and-lot-unit-at-celestis-1-in-antipolo-rizal-end.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/811c5ceb82968b.webp,San Isidro,Antipolo,121.186609,14.59242
house,"1BR Quadruplex House and Lot (Legato Model) for Sale in Gran Avila, Calamba, Laguna",1366658,Laguna,1,25,58,https://www.lamudi.com.ph/1br-quadruplex-house-and-lot-legato-model-for-sale-in-gran-avila-calamba-laguna.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3bb3d7df2f6210.webp,Majada Labas,Calamba,121.107914,14.195456
house,"L-R-1-955- Acquired Property for Sale in Lot 6, Block 2, Ilocos St., Villas del Puebl...",2308800,Batangas,0,71,72,https://www.lamudi.com.ph/l-r-1-955-acquired-property-for-sale-in-lot-6-block-2-ilocos-st-villas-del-pueblo-brgy-buli-taal-batangas-1.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/40521401b99697.webp,Buli,Taal,120.955093,13.885835
house,"L-R-1-1034:Acquired Property for Sale Lot 11, Block 9, Villas del Pueblo Subdivision,...",2142100,Batangas,0,63,73,https://www.lamudi.com.ph/l-r-1-1034-acquired-property-for-sale-in-lot-11-block-9-antique-st-villas-del-pueblo-brgy-buli-taal-batangas.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a3a7443922f4ea.webp,Buli,Taal,120.955093,13.885835
house,"House and Lot for Sale in BF Homes, Parañaque  brandnew with garden",37800000,Metro Manila,4,350,289,https://www.lamudi.com.ph/house-and-lot-for-sale-in-bf-homes-para-aque-brand-168581056193.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3cc4a9569f2c67.webp,B.F. Homes,Parañaque,121.0245799,14.4521766
house,"Camella Nueva Ecija | MARGA, RFO 2BR House and Lot for Sale in Cabanatuan City, Nueva...",4224000,Nueva Ecija,2,46,54,https://www.lamudi.com.ph/camella-nueva-ecija-marga-rfo-2br-house-and-lot-fo-168915750578.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f4732ceb6154d9.webp,Santa Arcadia,Cabanatuan,120.985475996,15.4714237451
house,"L-R-1-1025- Acquired Property for Sale in Lot 16, Block 25, Mimosa Lane St., Acacia P...",3500000,Laguna,0,157,65,https://www.lamudi.com.ph/l-r-1-1025-acquired-property-for-sale-in-lot-16-block-25-mimosa-lane-st-acacia-park-homes-subdivision-brgy-saimsim-calamba-city-laguna.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c5feb18cd4c460.webp,Saimsim,Calamba,121.148617,14.15384
house,"L-R-1-339- Acquired Property for Sale in Lot 39, Block 5, Italy Street, Ivory Crest V...",2272800,Cavite,0,116,55,https://www.lamudi.com.ph/l-r-1-339-acquired-property-for-sale-in-lot-39-block-5-italy-street-ivory-crest-village-brgy-salitran-dasmari.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Salitran I,Dasmariñas,120.9428209,14.3482841
house,"L-R-1-248- Acquired Property for Sale in Lot 1, Brgy. Cub-cub, Capas, Tarlac - Retail",4142500,Tarlac,0,234,515,https://www.lamudi.com.ph/l-r-1-248-acquired-property-for-sale-in-lot-1-brgy-cub-cub-capas-tarlac-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Cubcub,Capas,120.602913,15.33141
house,"Camella Nueva Ecija | MARGA, RFO 2BR House and Lot for Sale in Cabanatuan City, Nueva...",4224000,Nueva Ecija,2,46,54,https://www.lamudi.com.ph/camella-nueva-ecija-marga-rfo-2br-house-and-lot-fo-168915750578.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f4732ceb6154d9.webp,Santa Arcadia,Cabanatuan,120.985475996,15.4714237451
house,"L-R-1-1025- Acquired Property for Sale in Lot 16, Block 25, Mimosa Lane St., Acacia P...",3500000,Laguna,0,157,65,https://www.lamudi.com.ph/l-r-1-1025-acquired-property-for-sale-in-lot-16-block-25-mimosa-lane-st-acacia-park-homes-subdivision-brgy-saimsim-calamba-city-laguna.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c5feb18cd4c460.webp,Saimsim,Calamba,121.148617,14.15384
house,3 Bedroom House and Lot Unit at Phirst Park Homes Lipa in (Unna Regular),4184302,Batangas,3,54,104,https://www.lamudi.com.ph/3-bedroom-house-and-lot-unit-at-phirst-park-homes-168618839010.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5349ef4f14736c.webp,San Lucas,Lipa,121.1808769,14.0178701
house,2 Bedroom House and Lot (End) at Phirst Park Homes Calamba,3114139,Laguna,2,40,90,https://www.lamudi.com.ph/2-bedroom-house-and-lot-end-at-phirst-park-homes-c-168620373667.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/07d9a11cf8cdf1.webp,Palo-Alto,Calamba,121.113605,14.191945
house,"Camella Monticello | ELLA wCB, NRFO 5BR House and Lot for Sale in San Jose del Monte,...",8516000,Bulacan,5,100,143,https://www.lamudi.com.ph/camella-monticello-ella-wcb-nrfo-5br-house-and-lot-16892347940.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8cfd1a807f4880.webp,Sapang Palay,San Jose del Monte,121.0612785,14.8450503
